episode_id,url,title,summary
222,https://www.thisamericanlife.org/222/suckers,Suckers,Some people have a rather dark worldview that divides people into two groups: Suckers and non-suckers.
223,https://www.thisamericanlife.org/223/classifieds,Classifieds,We take the classifieds from one Sunday edition of the paper and fill a program with stories that come from the ads.
224,https://www.thisamericanlife.org/224/middlemen,Middlemen,"""Hi, middleman. Here are three splendid acts to toast your subtle virtues."""
225,https://www.thisamericanlife.org/225/home-movies,Home Movies,"Home movies are often all the same—kids on the beach, people getting married, birthday parties—so why do we make and watch so many of them?"
226,https://www.thisamericanlife.org/226/reruns,Reruns,Stories of people stuck in moments that they revisit over and over again.
227,https://www.thisamericanlife.org/227/why-we-fight,Why We Fight,We still have some basic questions about why we're going to war and whether it's a good thing.
228,https://www.thisamericanlife.org/228/you-are-so-beautifulto-me,You Are So Beautiful…To Me,Two modern-day reinterpretations of the Frog Prince story.
229,https://www.thisamericanlife.org/229/secret-government,Secret Government,"Stories of some of the secrets our government keeps: of imprisonment, deportation, and spying."
230,https://www.thisamericanlife.org/230/come-back-to-afghanistan,Come Back to Afghanistan,A California teenager returns to the home country he's never known.
231,https://www.thisamericanlife.org/231/time-to-save-the-world,Time to Save the World,Stories of sudden truths delivered by complete strangers.
232,https://www.thisamericanlife.org/232/the-real-story,The Real Story,Real stories from three very different wars.
233,https://www.thisamericanlife.org/233/starting-from-scratch,Starting From Scratch,"A man in retirement tries to start over in a new life with a new venture: a cable channel, with lots of puppies."
234,https://www.thisamericanlife.org/234/say-anything,Say Anything,Does talking about it really help?
235,https://www.thisamericanlife.org/235/the-balloon-goes-up,The Balloon Goes Up,"Stories from the beginnings of the war in Iraq, and how it compares with wars in our country's past."
236,https://www.thisamericanlife.org/236/my-two-cents,My Two Cents,"We try to figure out the paradox of the current economy, where Americans are simultaneously both losing jobs and buying new homes and cars."
237,https://www.thisamericanlife.org/237/regime-change,Regime Change,Stories of regime change in everyday life.
238,https://www.thisamericanlife.org/238/lost-in-translation,Lost in Translation,"Jonathan Goldstein and Starlee Kine go to a karaoke club that has, along with all the songs, comedy routines for people to perform."
239,https://www.thisamericanlife.org/239/lost-in-america,Lost in America,"Stories of people who are lost, histories that are lost, and things that are lost."
240,https://www.thisamericanlife.org/240/im-in-charge-now,I’m In Charge Now,There is a ominous information gap between the U.S. officials running the country and the Iraqi people being governed.
241,https://www.thisamericanlife.org/241/20-acts-in-60-minutes,20 Acts in 60 Minutes,All kinds of little stories that we ordinarily can't use on the radio show because they are just too short.
242,https://www.thisamericanlife.org/242/enemy-camp,Enemy Camp,The story of a fixer for the Catholic Church and how he came to sympathize with the people that he was sent to deceive.
243,https://www.thisamericanlife.org/243/later-that-same-day,Later That Same Day,Stories about what the passage of time can do to someone.
244,https://www.thisamericanlife.org/244/macgyver,MacGyver,Four real stories in which real people invent amazingly clever solutions to their problems.
245,https://www.thisamericanlife.org/245/allure-of-the-mean-friend,Allure of the Mean Friend,"They treat us poorly, they don't call us back, they cancel plans at the last minute, and yet we keep coming back for more."
246,https://www.thisamericanlife.org/246/my-pen-pal,My Pen Pal,"Stories of very unusual pen pals, people whose relationship could not exist without the help of the postal service."
247,https://www.thisamericanlife.org/247/what-is-this-thing,What Is This Thing?,"What is this thing called love? For answers, we explore the romance novel industry, a $1.5 billion empire run almost entirely by and for women."
248,https://www.thisamericanlife.org/248/like-it-or-not,Like It or Not,David Rakoff guest hosts.
249,https://www.thisamericanlife.org/249/garbage,Garbage,"We follow the trash from the sanitation men on the street, to the mob guys who controlled the hauling business, to the people who actually live in dumps."
250,https://www.thisamericanlife.org/250/the-annoying-gap-between-theoryand-practice,The Annoying Gap Between Theory...and Practice,Why is it always harder than you think it'll be?
251,https://www.thisamericanlife.org/251/brothers-keeper,Brother’s Keeper,"In his ongoing effort to write his own version of the Bible, Jonathan Goldstein retells the story of Cain and Abel."
252,https://www.thisamericanlife.org/252/poultry-slam-2003,Poultry Slam 2003,"Turkeys, chickens, geese, ducks, fowl of all kinds, real and imagined, and their mysterious hold over us."
253,https://www.thisamericanlife.org/253/the-middle-of-nowhere,The Middle of Nowhere,The tiny island of Nauru is at the center of several of the decade's biggest global events.
254,https://www.thisamericanlife.org/254/teenage-embed-part-two,"Teenage Embed, Part Two",Hyder returns to Afghanistan.
255,https://www.thisamericanlife.org/255/this-american-lifes-holiday-gift-giving-guide,Our Holiday Gift-Giving Guide,The vexing difficulty of finding the perfect gift.
256,https://www.thisamericanlife.org/256/living-without,Living Without (2004),Sarah Vowell explains the cheerful journalism of deprivation. And other stories.
257,https://www.thisamericanlife.org/257/what-i-shouldve-said,What I Should’ve Said,People return to the scene of the crime where they should have spoken clearly and forcefully to review what the hell went wrong.
258,https://www.thisamericanlife.org/258/leaving-the-fold,Leaving the Fold (2004),People leaving the situation they're used to and striking off for something less familiar.
259,https://www.thisamericanlife.org/259/promised-land,Promised Land,David Rakoff tries a 20-day fast to see if it will bring him any form of enlightenment.
260,https://www.thisamericanlife.org/260/the-facts-dont-matter,The Facts Don’t Matter,How a bungled Nazi sabotage operation became the legal foundation for the Bush administration's push to try U.S. citizens in military tribunals.
261,https://www.thisamericanlife.org/261/the-sanctity-of-marriage,The Sanctity of Marriage,A generation of researchers has revolutionized the way we see marriage.
262,https://www.thisamericanlife.org/262/miracle-cures,Miracle Cures,A son tries to help his mom in a faraway place defy the laws of medical science.
263,https://www.thisamericanlife.org/263/desperate-measures,Desperate Measures,Stories of people stuck in unfixable situations who try desperate measures.
264,https://www.thisamericanlife.org/264/special-treatment,Special Treatment,"A defense of special treatment, by people who receive it and people who give it."
265,https://www.thisamericanlife.org/265/fake-science,Fake Science,A Seattle group called AGHOST is using whatever scientific principles they can find to hunt for ghosts.
266,https://www.thisamericanlife.org/266/im-from-the-private-sector-and-im-here-to-help,I'm From the Private Sector and I'm Here to Help,Nancy Updike goes to Iraq to try to figure out what it's like to be a private citizen working in the middle of a war zone.
267,https://www.thisamericanlife.org/267/propriety,Propriety,"By tightening the rules on what swear words are allowed on the nation's airwaves, FCC officials say they're protecting kids. But the facts don't back them up."
268,https://www.thisamericanlife.org/268/my-experimental-phase,My Experimental Phase,People who decide to try out a new life—the kind of life their parents never wanted for them.
269,https://www.thisamericanlife.org/269/someone-to-watch-over-me,Someone to Watch Over Me,Letting someone else take care of you can change everything.
270,https://www.thisamericanlife.org/270/family-legend,Family Legend,"Every family has its share of grudges, secrets, and bad behavior."
271,https://www.thisamericanlife.org/271/best-interests,Best Interests,Stories about adults struggling to figure out what is in the best interest of some child.
272,https://www.thisamericanlife.org/272/big-tent,Big Tent,We leave behind the official Republican talking points and ask them to speak instead about what they actually believe.
273,https://www.thisamericanlife.org/273/put-your-heart-in-it,Put Your Heart In It,Stories about people deciding whether to give it their all.
274,https://www.thisamericanlife.org/274/enemy-camp-04,Enemy Camp (2004),"Behind enemy lines, sometimes people get confused about whose side they're on and how to fight the enemy."
275,https://www.thisamericanlife.org/275/two-steps-back,Two Steps Back,The rise and fall of school reform.
276,https://www.thisamericanlife.org/276/swing-set,Swing Set,A journey through the minds of undecided voters.
277,https://www.thisamericanlife.org/277/apology,Apology,It's rare that a successful apology happens.
278,https://www.thisamericanlife.org/278/spies-like-us,Spies Like Us,A woman starts hearing her neighbors making drug deals over her baby monitor's frequency.
279,https://www.thisamericanlife.org/279/auto-show,Auto Show,"Stories about people who love their cars, for better or for worse."
280,https://www.thisamericanlife.org/280/in-country,In Country,What life is like for American soldiers in Iraq.
281,https://www.thisamericanlife.org/281/my-big-break,My Big Break,"Sometimes, getting your big break isn't all it's cracked up to be."
282,https://www.thisamericanlife.org/282/diy,DIY,"After four lawyers fail to get an innocent man out of prison, his friend takes on the case himself."
283,https://www.thisamericanlife.org/283/remember-me,Remember Me,"A dying mother makes a tape for her developmentally disabled daughter, hoping she'll watch it someday, knowing she might not."
284,https://www.thisamericanlife.org/284/should-i-stay-or-should-i-go,Should I Stay or Should I Go?,"A software writer loses his job, but continues to show up at work, sneaking in the door each day and putting in long hours."
285,https://www.thisamericanlife.org/285/know-your-enemy,Know Your Enemy,An LA prosecutor thought he'd make a name for himself by taking the lead singer of the Dead Kennedys to court for obscenity.
286,https://www.thisamericanlife.org/286/mind-games,Mind Games (2005),"Stories of people who try simple mind games on others, and then find themselves way in over their heads."
287,https://www.thisamericanlife.org/287/backed-into-a-corner,Backed Into A Corner,"Stories about people who end up making choices they'd rather not make, when their options begin to run out."
288,https://www.thisamericanlife.org/288/not-what-i-meant,Not What I Meant,"Stories about how easy it is for communication to go awry, and what the consequences can be after it does."
289,https://www.thisamericanlife.org/289/go-ask-your-father,Go Ask Your Father,Sons and daughters get to find out the one thing they've always wanted to know about their father.
290,https://www.thisamericanlife.org/290/godless-america,Godless America,We spend an hour trying to remember why anyone liked the separation of church and state in the first place.
291,https://www.thisamericanlife.org/291/reunited-and-it-feels-so-good,Reunited (And It Feels So Good),"Stories about getting back together with your parent, your spouse, your ... Brahman bull."
292,https://www.thisamericanlife.org/292/the-arms-trader,The Arms Trader (2005),The U.S. government spent two years on a sting operation trapping an Indian man named Hemant Lakhani.
293,https://www.thisamericanlife.org/293/a-little-bit-of-knowledge,A Little Bit of Knowledge,Stories about the pitfalls of knowing just a little bit too little.
294,https://www.thisamericanlife.org/294/image-makers,Image Makers,Some librarians in Michigan embark on an audacious act of rebranding their libraries.
295,https://www.thisamericanlife.org/295/not-what-i-signed-up-for,Not What I Signed Up For,A 9/11 widow finds herself having to comfort another distraught woman on national TV.
296,https://www.thisamericanlife.org/296/after-the-flood,After the Flood,Surprising stories from survivors in New Orleans.
297,https://www.thisamericanlife.org/297/this-is-not-my-beautiful-house,This Is Not My Beautiful House,"Stories from the largest mass resettlement that America has seen since the Civil War, as over 400,000 people—victims of Hurricane Katrina."
298,https://www.thisamericanlife.org/298/getting-and-spending,Getting and Spending,"How far will we go to get money? And once we've got it, what should we spend it on?"
299,https://www.thisamericanlife.org/299/back-from-the-dead,Back from the Dead,Stories about people and places that have come back to life after everything seemed lost.
300,https://www.thisamericanlife.org/300/whats-in-a-number,What’s In A Number?,"A study estimated the number of Iraqi casualties since the war began at 100,000. Most of the deaths were caused by coalition forces."
301,https://www.thisamericanlife.org/301/settling-the-score,Settling the Score,"Stories about the lengths we go to make things right, and about what money can and cannot fix."
302,https://www.thisamericanlife.org/302/strangers-in-a-strange-land,Strangers in a Strange Land,"Three people tell their stories from Iraq about the fighting, the locals, and why you subscribe to Details magazine."
303,https://www.thisamericanlife.org/303/david-and-goliath,David and Goliath,"Variations on an old tale, with very modern consequences."
304,https://www.thisamericanlife.org/304/heretics,Heretics,A rising star in the evangelical movement casts aside the idea of hell.
305,https://www.thisamericanlife.org/305/the-this-american-life-holiday-spectacular,The This American Life Holiday Spectacular,"A full-throttle, show-stopping, no-holds-barred Christmas Spectacular!"
306,https://www.thisamericanlife.org/306/seemed-like-a-good-idea-at-the-time,Seemed Like A Good Idea at the Time,Lotto fever grips the cast of Riverdance.
307,https://www.thisamericanlife.org/307/in-the-shadow-of-the-city,In the Shadow of the City (2006),"Stories that take place on the edge of civilization, just out of sight."
308,https://www.thisamericanlife.org/308/star-crossed-love,Star-Crossed Love,"Stories of how love blossoms, even when (perhaps) it shouldn't."
309,https://www.thisamericanlife.org/309/cat-and-mouse,Cat and Mouse,Stories about the kinds of chase games that just never end.
310,https://www.thisamericanlife.org/310/habeas-schmabeas,Habeas Schmabeas,"Is Guantanamo Bay a camp full of terrorists, or a camp full of our mistakes?"
311,https://www.thisamericanlife.org/311/a-better-mousetrap,A Better Mousetrap (2006),Stories about people trying to find new solutions to age-old problems.
312,https://www.thisamericanlife.org/312/how-we-talked-back-then,How We Talked Back Then,"We revisit two live shows we put on in the early days—one was about letters, and the other was about this then-new phenomenon called the internet."
313,https://www.thisamericanlife.org/313/parental-guidance-suggested,Parental Guidance Suggested,Stories about kids who actually want their parents looking out for them.
314,https://www.thisamericanlife.org/314/its-never-over,It's Never Over,A grown man tries to get to the bottom of why his schoolmates threw him in a lake 20 years earlier.
315,https://www.thisamericanlife.org/315/the-parrot-and-the-potbellied-pig,The Parrot and the Potbellied Pig,"Stories about animals who don't even seem like they should know each other, much less appear on the same radio show."
316,https://www.thisamericanlife.org/316/the-cat-came-back,The Cat Came Back,"When something you thought was gone forever keeps returning, against all odds."
317,https://www.thisamericanlife.org/317/unconditional-love,Unconditional Love,"A family uses a controversial therapy to train their son to love them, and other stories about the hard work of loving other people."
318,https://www.thisamericanlife.org/318/with-great-power,With Great Power,Stories of everyday people who get saddled with great power.
319,https://www.thisamericanlife.org/319/and-the-call-was-coming-from-the-basement,And the Call Was Coming from the Basement,"Scary stories that are all true—zombie raccoons, haunted houses, and things that go ""EEEEK!!!"" in the night."
320,https://www.thisamericanlife.org/320/whats-in-a-number-2006-edition,What’s In A Number? — 2006 Edition,The remarkable story of what it took to determine the number of Iraqis who've died since the U.S. invasion.
321,https://www.thisamericanlife.org/321/sink-or-swim,Sink or Swim,Stories of people who are in over their heads and trying to stay afloat.
322,https://www.thisamericanlife.org/322/shouting-across-the-divide,Shouting Across the Divide,Stories of Muslims and non-Muslims trying to communicate with each other and not always getting their point across.
323,https://www.thisamericanlife.org/323/the-super,The Super,"The mysterious hold supers have on their buildings, or that their buildings have on them."
324,https://www.thisamericanlife.org/324/my-brilliant-plan,My Brilliant Plan,An American reporter in Iraq decides to rent a house in a residential Baghdad neighborhood. Plus other big ideas gone amok.
325,https://www.thisamericanlife.org/325/houses-of-ill-repute,Houses of Ill Repute,An old man in Brooklyn invites some homeless prostitutes into his house on a cold winter night. They never leave.
326,https://www.thisamericanlife.org/326/quiz-show,Quiz Show,A man with social anxiety goes through a transformation on a TV game show.
327,https://www.thisamericanlife.org/327/by-proxy,By Proxy,"Stories of proxy fights, proxy arguments, and proxy situations of all kinds."
328,https://www.thisamericanlife.org/328/what-i-learned-from-television,What I Learned from Television,"Stories recorded during our 2007 live tour, by Sarah Vowell, David Rakoff, Dan Savage, and others."
329,https://www.thisamericanlife.org/329/nice-work-if-you-can-get-it,Nice Work If You Can Get It,"Stories of sudden fame, quick riches, and the downside of the dream job."
330,https://www.thisamericanlife.org/330/my-reputation,My Reputation,Stories of people trying to recover from damage to their reputations.
331,https://www.thisamericanlife.org/331/habeas-schmabeas-2007,Habeas Schmabeas (2007),"Is Guantanamo Bay a camp full of terrorists, or a camp full of our mistakes?"
332,https://www.thisamericanlife.org/332/the-ten-commandments,The Ten Commandments,People struggling to follow the Ten Commandments from the book of Exodus.
333,https://www.thisamericanlife.org/333/the-center-for-lessons-learned,The Center for Lessons Learned,"Four years into the Iraq War, what have we learned?"
334,https://www.thisamericanlife.org/334/duty-calls,Duty Calls,"Josh's family didn't play much of a role in his daily life—until duty called, and they took over his life."
335,https://www.thisamericanlife.org/335/big-wide-world,Big Wide World,"When he was a teenager, Haider worked in the Iraqi Ministry of Information. He was treated like a celebrity."
336,https://www.thisamericanlife.org/336/who-can-you-save,Who Can You Save?,Stories about the pitfalls of trying to do the right thing.
337,https://www.thisamericanlife.org/337/man-vs-history,Man vs. History,Stories about people taking history into their own hands.
338,https://www.thisamericanlife.org/338/the-spokesman,The Spokesman,Stories of what can happen when you go from being a private person to a public face.
339,https://www.thisamericanlife.org/339/break-up,Break-Up,Stories from the heart of heartbreak.
340,https://www.thisamericanlife.org/340/the-devil-in-me,The Devil in Me,Stories of people trying to exorcize their inner demons.
341,https://www.thisamericanlife.org/341/how-to-talk-to-kids,How to Talk to Kids,Stories of adults taking very different approaches to communicating with children.
342,https://www.thisamericanlife.org/342/how-to-rest-in-peace,How to Rest in Peace,What happens to the people left behind after the detectives close the case?
343,https://www.thisamericanlife.org/343/poultry-slam-2007,Poultry Slam 2007,"Our annual program about turkeys, chickens, and fowl of all types."
344,https://www.thisamericanlife.org/344/the-competition,The Competition,Stories of the unintended consequences of market forces.
345,https://www.thisamericanlife.org/345/ties-that-bind,Ties That Bind,"A girl receives a heart transplant from a boy her age, and her mother sets off to find out more about the kid who saved her daughter's life."
346,https://www.thisamericanlife.org/346/home-alone,Home Alone,A 79-year-old woman dies alone in Los Angeles. No one knows her—or her next of kin.
347,https://www.thisamericanlife.org/347/matchmakers,Matchmakers,Making a lasting love match isn't as simple as writing a check.
348,https://www.thisamericanlife.org/348/tough-room,Tough Room,"We go into the writers' room at The Onion, where they start with over 600 potential headlines for their fake-news newspaper each week."
349,https://www.thisamericanlife.org/349/valentines-day-2008,Valentine’s Day 2008,Stories about couples that happen decades after the moment their eyes meet.
350,https://www.thisamericanlife.org/350/human-resources,Human Resources,"Teachers tell us about a secret room in the New York City Board of Education building called ""the rubber room."""
351,https://www.thisamericanlife.org/351/return-to-childhood-2008,Return to Childhood,People who try to revisit their childhoods—what they find and what they do not find.
352,https://www.thisamericanlife.org/352/the-ghost-of-bobby-dunbar,The Ghost of Bobby Dunbar,"In 1912, a four-year-old boy went missing in Louisiana. Eight months later, he was found. But two grief-stricken mothers both claimed the same boy as their own."
353,https://www.thisamericanlife.org/353/the-audacity-of-government,The Audacity of Government,Stories of the Bush Administration's quest to redefine the limits of presidential power.
354,https://www.thisamericanlife.org/354/mistakes-were-made,Mistakes Were Made,Freezing dead people so scientists can reanimate them in the future is a lot harder than it sounds.
355,https://www.thisamericanlife.org/355/the-giant-pool-of-money,The Giant Pool of Money,The surprisingly entertaining story of how the U.S. got itself into a housing crisis.
356,https://www.thisamericanlife.org/356/the-prosecutor,The Prosecutor,Things go badly for the lead prosecutor in one of the first high-profile terrorist cases since 9/11.
357,https://www.thisamericanlife.org/357/the-truth-will-out,The Truth Will Out,"Stories of concealed truths bubbling to the surface, including a new story by Etgar Keret."
358,https://www.thisamericanlife.org/358/social-engineering,Social Engineering,Stories of social engineering on a small scale.
359,https://www.thisamericanlife.org/359/life-after-death,Life After Death,Stories of people haunted by guilt over their role in others' deaths.
360,https://www.thisamericanlife.org/360/switched-at-birth,Switched at Birth,Two babies switched at birth. One of the moms knew but kept it a secret for 43 years. Then she told everybody.
361,https://www.thisamericanlife.org/361/fear-of-sleep,Fear of Sleep,Mike Birbiglia talks about the sleepwalking that nearly killed him.
362,https://www.thisamericanlife.org/362/got-you-pegged,Got You Pegged,"Shalom Auslander goes on vacation with his family, and suspects the chatty old man in the room next door is an imposter."
363,https://www.thisamericanlife.org/363/enforcers,Enforcers,Stories about people who take the law into their own hands.
364,https://www.thisamericanlife.org/364/going-big,Going Big,"Stories about people who take grand, sweeping approaches to solving problems of all sorts."
365,https://www.thisamericanlife.org/365/another-frightening-show-about-the-economy,Another Frightening Show About the Economy,A look at what regulators could've done to prevent the financial crisis from happening in the first place.
366,https://www.thisamericanlife.org/366/a-better-mousetrap-2008,A Better Mousetrap (2008),Stories about people trying to find new solutions to age-old problems.
367,https://www.thisamericanlife.org/367/ground-game,Ground Game,We go to Pennsylvania to figure out why both McCain and Obama think they can win there.
368,https://www.thisamericanlife.org/368/who-do-you-think-you-are,Who Do You Think You Are?,Stories of privilege and the lengths some will go to to maintain it.
369,https://www.thisamericanlife.org/369/poultry-slam-2008,Poultry Slam 2008,A man in Pakistan buys an amulet with the power to protect anyone from harm. He tests it out on a chicken.
370,https://www.thisamericanlife.org/370/ruining-it-for-the-rest-of-us,Ruining It for the Rest of Us,"Stories of people who ruin things for everyone else, or who are accused of that."
371,https://www.thisamericanlife.org/371/scenes-from-a-mall,Scenes From a Mall,We document life in a mall in Tennessee during the run-up to Christmas.
372,https://www.thisamericanlife.org/372/the-inauguration-show,The Inauguration Show,"On the eve of Obama's inauguration, we sent reporters out to talk to people about how they're feeling."
373,https://www.thisamericanlife.org/373/the-new-boss,The New Boss,Stories about what happens when someone new takes over—someone with a vision of how things ought to be.
375,https://www.thisamericanlife.org/375/bad-bank,Bad Bank,We tackle a very tough subject: Trying to explain exactly what a bank is and does.
376,https://www.thisamericanlife.org/376/wrong-side-of-history,Wrong Side of History,"Stories of people with wildly popular or unpopular views for one moment in time, and how those views stand up years later."
377,https://www.thisamericanlife.org/377/scenes-from-a-recession,Scenes From a Recession,We highlight the unusual circumstances our economic drought has left us in.
378,https://www.thisamericanlife.org/378/this-i-used-to-believe,This I Used to Believe,Stories of people forced to let go of their firmly held beliefs.
379,https://www.thisamericanlife.org/379/return-to-the-scene-of-the-crime,Return to the Scene of the Crime,"A live episode of the radio program, including stories told on stage by Dan Savage and Mike Birbiglia."
380,https://www.thisamericanlife.org/380/no-map,No Map,"Stories of people who find themselves in situations far from the beaten path, without guidelines or useful precedents."
381,https://www.thisamericanlife.org/381/turncoat,Turncoat,A well-known activist is accused of spying on other activists for the FBI.
382,https://www.thisamericanlife.org/382/the-watchmen,The Watchmen,Where were the regulators and watchdogs who were supposed to be overseeing the banks and the finance industry?
383,https://www.thisamericanlife.org/383/origin-story,Origin Story (2009),Little-known and surprising stories of how all sorts of institutions began.
384,https://www.thisamericanlife.org/384/fall-guy,Fall Guy,"When things go wrong, it's easy to pin it all on one person and watch them go down in flames."
385,https://www.thisamericanlife.org/385/pro-se,Pro Se,"It's tempting to act as your own lawyer, to argue your own cause."
386,https://www.thisamericanlife.org/386/fine-print,Fine Print,"Stories where the fine print changes everything, whether you read it or not."
387,https://www.thisamericanlife.org/387/arms-trader-2009,Arms Trader (2009),The U.S. government spent two years on a sting operation trapping an Indian man suspected of being an illegal arms dealer.
388,https://www.thisamericanlife.org/388/rest-stop,Rest Stop,Nine radio reporters. Two days. One rest stop on the New York State Thruway.
389,https://www.thisamericanlife.org/389/frenemies,Frenemies,"Tales of estranged sisters, BFFs breaking up, and how reality stars walk the fine line between making friends and getting famous."
390,https://www.thisamericanlife.org/390/return-to-the-giant-pool-of-money,Return To The Giant Pool of Money,We mark the anniversary of the economic collapse.
391,https://www.thisamericanlife.org/391/more-is-less,More Is Less,"An hour explaining the American health care system—specifically, why it is that costs keep rising."
392,https://www.thisamericanlife.org/392/someone-elses-money,Someone Else's Money,A deeper look inside the health insurance industry and the dark side of prescription drug coupons.
393,https://www.thisamericanlife.org/393/infidelity,Infidelity,"Stories of cheating, cheaters and the cheated."
394,https://www.thisamericanlife.org/394/bait-and-switch,Bait and Switch,The story of man who tries to investigate a neighborhood crime and ends up in jail himself.
395,https://www.thisamericanlife.org/395/middle-of-the-night,Middle of the Night,Stories of people who are up while the rest of us are sleeping.
396,https://www.thisamericanlife.org/396/1-party-school,#1 Party School,"The show goes to Penn State to report on tailgating, frat parties, and other alcohol-induced mayhem."
397,https://www.thisamericanlife.org/397/2010,2010,We asked our contributors to predict real events that will happen to them and the people they know in 2010.
398,https://www.thisamericanlife.org/398/long-shot,Long Shot,Stories of people betting on something with very bad odds.
399,https://www.thisamericanlife.org/399/contents-unknown,Contents Unknown,"A man finds himself in a train station in India, with no idea how he got there or who he is. That, and other stories of filling in the blank."
400,https://www.thisamericanlife.org/400/stories-pitched-by-our-parents,Stories Pitched by Our Parents,We try to turn their random ideas into actual stories.
401,https://www.thisamericanlife.org/401/parent-trap,Parent Trap,"A chimp is raised twice—once as a human child, and again as a chimp."
402,https://www.thisamericanlife.org/402/save-the-day,Save the Day,Stories about one person single-handedly taking charge of a situation gone wrong.
403,https://www.thisamericanlife.org/403/nummi,NUMMI (2010),A car plant in Fremont California that might have saved the U.S. car industry.
404,https://www.thisamericanlife.org/404/enemy-camp-2010,Enemy Camp (2010),"Living behind enemy lines, among the enemy, it's sometimes hard to remember why you're fighting in the first place."
405,https://www.thisamericanlife.org/405/inside-job,Inside Job,The inside story of one company that made hundreds of millions of dollars for itself while worsening the financial crisis for the rest of us.
406,https://www.thisamericanlife.org/406/true-urban-legends,True Urban Legends,Can a rat crawl through your plumbing and end up in your toilet?
407,https://www.thisamericanlife.org/407/the-bridge,The Bridge,"Stories of bridges from three different countries, including one in China that's famous for its massive size and its high suicide rate."
408,https://www.thisamericanlife.org/408/island-time,Island Time,Blanketing a country in aid and money has never really worked so well. Is there a chance things could be different in Haiti?
409,https://www.thisamericanlife.org/409/held-hostage,Held Hostage,"Stories of people held captive — by criminals, by paperwork, and in one man's case, his own body — and the ways they try to cope."
410,https://www.thisamericanlife.org/410/social-contract,Social Contract,"Richard Ravitch has helped fix three governmental crises, so what makes it so much harder for him to solve the state's current financial crisis?"
411,https://www.thisamericanlife.org/411/first-contact,First Contact,"Stories of first encounters with unknown and distant beings—girls, foreigners, and perhaps even aliens."
412,https://www.thisamericanlife.org/412/million-dollar-idea,Million Dollar Idea,Michael Larson made the most money ever on the game show Press Your Luck. And it was no accident.
413,https://www.thisamericanlife.org/413/georgia-rambler,Georgia Rambler,Nine of us go to small towns in Georgia to ask around until we find stories.
414,https://www.thisamericanlife.org/414/right-to-remain-silent,Right to Remain Silent,A New York police officer secretly records his supervisors ordering officers to do all sorts of things that police aren't supposed to do.
415,https://www.thisamericanlife.org/415/crybabies,Crybabies,"Stories of crybabies in sports, in politics, on Wall Street, on the streets of California."
416,https://www.thisamericanlife.org/416/iraq-after-us,Iraq After Us,We spend a month in Iraq talking to Iraqis and Americans about the war that tore the country apart.
417,https://www.thisamericanlife.org/417/this-party-sucks,This Party Sucks,Two best friends get tired of yelling at their TVs and decide to form a Tea Party chapter to effect political change.
418,https://www.thisamericanlife.org/418/toxie,Toxie,Reporters from Planet Money bought a toxic asset that turned out to be an encyclopedia of the financial crisis.
419,https://www.thisamericanlife.org/419/petty-tyrant,Petty Tyrant,"The rise and fall of a school maintenance man in Schenectady, New York who terrorized his staff and got away with it for decades."
420,https://www.thisamericanlife.org/420/neighborhood-watch,Neighborhood Watch,"Stories of neighbors watching out for each other, for better and worse."
421,https://www.thisamericanlife.org/421/last-man-standing,Last Man Standing,"Stories about people who feel compelled to keep going, especially when everyone else has given up."
422,https://www.thisamericanlife.org/422/comedians-of-christmas-comedy-special,Comedians of Christmas Comedy Special,The holidays are stressful so we booked a seasonal pick-me-up: an hour of comedy.
423,https://www.thisamericanlife.org/423/the-invention-of-money,The Invention of Money,Five reporters stumbled on what seems like a basic question: What is money?
424,https://www.thisamericanlife.org/424/kid-politics,Kid Politics,"When it comes to governing, can kids do any better than grown-ups?"
425,https://www.thisamericanlife.org/425/slow-to-react,Slow To React,The story of a wedding 17 years in the making.
426,https://www.thisamericanlife.org/426/tough-room-2011,Tough Room 2011,We go backstage with comedy writers at The Onion.
427,https://www.thisamericanlife.org/427/original-recipe,Original Recipe,"We think we may have found the original recipe for Coca-Cola, one of the most guarded trade secrets in the world."
428,https://www.thisamericanlife.org/428/oh-you-shouldnt-have,Oh You Shouldn't Have,Stories about the perils of giving and receiving gifts.
429,https://www.thisamericanlife.org/429/will-they-know-me-back-home,Will They Know Me Back Home?,Stories of people who've grown so accustomed to wartime that the lives they've left behind no longer make sense.
430,https://www.thisamericanlife.org/430/very-tough-love,Very Tough Love,A drug court program in Georgia where people with offenses that would get minimal or no sentences elsewhere sometimes end up in the system five to ten years.
431,https://www.thisamericanlife.org/431/see-no-evil,See No Evil,Stories of people pretending that everything is okay and ignoring the awful stuff that's staring them straight in the face.
432,https://www.thisamericanlife.org/432/know-when-to-fold-em,Know When To Fold ‘Em,The story of an entire country deciding whether to give up on just one of its citizens.
433,https://www.thisamericanlife.org/433/fine-print-2011,Fine Print 2011,"Stories where the fine print changes everything, whether you read it or not."
434,https://www.thisamericanlife.org/434/this-week,This Week,An hour of stories about...this week.
435,https://www.thisamericanlife.org/435/how-to-create-a-job,How To Create a Job,Can politicians truly create many jobs?
436,https://www.thisamericanlife.org/436/the-psychopath-test,The Psychopath Test,"We heard about a test that could determine if someone was a psychopath. So, naturally, our staff decided to take it."
437,https://www.thisamericanlife.org/437/old-boys-network,Old Boys Network,"Nurses at a small Texas hospital report a well-connected doctor for dangerous medical practices, and find themselves under arrest."
